source,target,weight
462,1918,0.5
462,1962,0.5
462,1986,0.5
462,2005,0.5
464,478,0.75
464,555,0.75
464,557,0.75
464,573,0.75
464,627,0.5
464,640,1
464,667,0.5
464,689,0.75
464,703,0.5
464,712,0.75
464,793,0.75
464,795,0.75
464,816,0.75
464,851,0.5
464,863,0.5
464,866,0.75
464,889,0.75
464,903,0.75
464,964,0.75
464,979,0.75
464,998,0.5
464,1010,1
464,1018,0.75
464,1072,0.75
464,1079,0.666667
464,1080,0.75
464,1099,0.5
464,1119,0.75
464,1134,0.75
464,1178,0.75
464,1190,0.75
464,1213,0.75
464,1240,0.75
464,1276,0.75
464,1286,1
464,1322,0.75
464,1368,0.75
464,1409,0.5
464,1429,0.75
464,1433,0.666667
464,1485,1
464,1509,0.75
464,1522,0.75
464,1575,0.75
464,1585,1
464,1618,1
464,1628,0.75
464,1662,1
464,1668,0.5
464,1669,0.75
464,1673,0.75
464,1717,0.666667
464,1742,0.666667
464,1750,0.75
464,1766,1
464,1767,0.5
464,1769,0.5
464,1791,1
464,1815,1
464,1832,0.75
464,1838,0.75
464,1875,0.5
464,1877,0.75
464,1918,0.75
464,1961,0.75
464,1962,0.5
464,1975,1
464,1986,1
464,2000,0.666667
464,2005,0.75
464,2026,0.5
465,1186,1
465,1364,1
465,1371,1
465,1388,1
465,1905,0.666667
465,2026,0.5
475,701,1
475,729,1
475,854,1
475,1549,0.5
475,1747,0.5
475,1875,0.5
476,1668,1
478,555,0.75
478,557,0.75
478,573,0.75
478,627,0.5
478,667,0.75
478,689,0.75
478,703,0.5
478,795,0.75
478,903,0.75
478,964,0.75
478,977,0.5
478,979,0.75
478,998,0.5
478,1010,1
478,1018,0.75
478,1051,0.5
478,1072,0.75
478,1079,0.666667
478,1080,0.75
478,1099,0.5
478,1119,1
478,1134,0.75
478,1190,0.75
478,1240,0.75
478,1257,0.5
478,1276,0.75
478,1322,0.75
478,1368,0.75
478,1401,0.75
478,1409,0.5
478,1429,0.75
478,1485,1
478,1509,1
478,1522,0.75
478,1575,1
478,1585,0.75
478,1618,1
478,1628,0.75
478,1648,0.666667
478,1662,1
478,1668,0.5
478,1669,0.75
478,1673,0.75
478,1717,0.666667
478,1750,0.75
478,1766,1
478,1791,0.75
478,1815,1
478,1829,0.5
478,1832,1
478,1838,0.75
478,1877,1
478,1918,0.75
478,1961,1
478,1962,0.75
478,1975,1
478,1986,0.75
478,2000,0.666667
478,2005,0.75
479,546,1
479,807,1
479,1112,1
479,1837,1
485,1668,1
486,1880,1
487,508,0.75
487,515,0.75
487,733,0.75
487,782,0.75
487,890,0.75
487,957,1
487,1041,0.75
487,1068,1
487,1102,1
487,1154,0.75
487,1404,1
487,1444,1
487,1527,1
487,1666,1
487,1802,0.75
487,1974,0.75
487,1992,0.75
487,2024,1
491,602,1
491,831,1
491,852,1
491,1257,0.5
491,1705,1
491,1873,0.5
501,1033,1
501,1873,0.5
503,1668,1
507,712,0.5
507,727,1
507,1392,1
507,1549,1
508,515,1
508,733,1
508,782,1
508,890,1
508,957,0.75
508,1029,0.75
508,1041,1
508,1068,0.75
508,1102,0.75
508,1136,0.75
508,1154,1
508,1404,0.75
508,1444,0.75
508,1507,0.75
508,1527,0.75
508,1597,0.75
508,1666,0.75
508,1689,0.75
508,1749,0.75
508,1802,1
508,1900,0.75
508,1914,0.75
508,1964,0.75
508,1974,1
508,1992,1
508,2024,0.75
510,520,0.75
510,555,0.5
510,557,0.5
510,584,1
510,598,1
510,604,0.75
510,649,0.75
510,689,0.5
510,716,0.75
510,722,0.75
510,736,0.75
510,755,0.5
510,815,1
510,826,0.75
510,840,0.75
510,851,0.75
510,862,1
510,872,0.75
510,897,0.5
510,902,0.75
510,938,0.75
510,954,0.75
510,960,0.75
510,963,0.75
510,991,1
510,998,0.5
510,1063,0.75
510,1083,0.75
510,1128,0.75
510,1143,0.5
510,1193,0.75
510,1238,0.75
510,1240,0.5
510,1257,0.5
510,1268,0.75
510,1275,1
510,1277,0.75
510,1290,0.75
510,1294,0.75
510,1308,1
510,1330,0.75
510,1379,0.75
510,1408,0.75
510,1429,0.5
510,1431,0.75
510,1439,0.75
510,1452,0.75
510,1466,0.75
510,1500,0.75
510,1521,0.75
510,1522,0.5
510,1531,0.75
510,1577,0.75
510,1579,0.75
510,1586,0.75
510,1596,0.75
510,1607,0.75
510,1669,0.5
510,1673,0.5
510,1781,0.75
510,1790,0.75
510,1838,0.5
510,1844,0.75
510,1853,0.75
510,1873,0.5
510,1893,0.75
510,1898,0.5
510,1926,0.75
510,1935,0.75
510,1941,0.75
510,1959,1
510,1962,0.5
510,1973,0.75
510,1994,0.75
510,1997,0.75
510,2010,0.5
512,832,1
512,1873,0.5
513,561,1
513,668,1
513,732,1
513,987,1
513,1087,1
513,1325,1
513,1372,1
513,1792,1
513,1871,1
513,1951,1
513,1972,1
513,1985,1
513,2003,1
515,733,1
515,782,1
515,890,1
515,957,0.75
515,1029,0.75
515,1041,1
515,1068,0.75
515,1102,0.75
515,1136,0.75
515,1154,1
515,1404,0.75
515,1444,0.75
515,1507,0.75
515,1527,0.75
515,1597,0.75
515,1666,0.75
515,1689,0.75
515,1749,0.75
515,1802,1
515,1900,0.75
515,1914,0.75
515,1964,0.75
515,1974,1
515,1992,1
515,2024,0.75
517,1873,1
518,696,1
520,584,0.75
520,598,0.75
520,604,1
520,649,1
520,716,1
520,722,1
520,736,1
520,826,0.75
520,840,1
520,851,0.75
520,872,1
520,902,0.75
520,938,1
520,954,1
520,960,1
520,963,1
520,998,0.5
520,1063,1
520,1083,1
520,1128,1
520,1193,0.75
520,1238,1
520,1257,0.5
520,1268,1
520,1277,1
520,1290,1
520,1294,1
520,1330,1
520,1379,0.75
520,1408,1
520,1431,1
520,1439,0.75
520,1452,1
520,1466,0.75
520,1500,1
520,1521,1
520,1531,1
520,1577,1
520,1579,0.75
520,1586,0.75
520,1596,1
520,1607,1
520,1781,0.75
520,1790,1
520,1844,0.75
520,1853,0.75
520,1873,0.5
520,1893,1
520,1926,1
520,1935,1
520,1941,1
520,1962,0.5
520,1973,0.75
520,1994,0.75
520,1997,0.75
523,1873,0.5
523,1932,1
524,1668,1
525,1498,1
528,1875,1
529,1668,1
534,538,0.666667
534,686,1
534,828,1
534,1562,1
534,1684,0.5
534,1705,1
534,1726,1
534,1767,0.666667
535,851,0.5
535,1268,0.5
535,1277,0.5
535,1521,0.5
535,1586,0.5
535,1672,1
535,1843,1
535,1898,1
535,1973,0.5
535,1997,0.5
536,1668,1
538,583,0.75
538,667,0.5
538,703,0.5
538,828,0.75
538,917,0.75
538,1051,0.5
538,1079,0.666667
538,1409,0.5
538,1425,0.666667
538,1562,0.75
538,1648,0.666667
538,1726,0.5
538,1829,0.5
538,1949,0.666667
538,2011,0.666667
541,1537,1
546,807,1
546,1112,1
546,1772,1
546,1837,1
551,1668,1
552,1143,1
555,557,1
555,573,0.75
555,584,0.5
555,598,0.5
555,627,0.5
555,640,1
555,665,0.5
555,667,0.5
555,689,1
555,712,0.75
555,795,0.75
555,863,0.5
555,866,0.75
555,868,0.75
555,889,0.75
555,903,0.75
555,915,0.666667
555,964,0.75
555,977,0.5
555,998,0.5
555,1010,1
555,1018,0.75
555,1072,0.75
555,1079,0.666667
555,1080,0.75
555,1119,0.75
555,1134,0.75
555,1190,0.75
555,1213,0.75
555,1240,1
555,1276,0.75
555,1286,1
555,1322,0.75
555,1368,0.75
555,1401,0.75
555,1429,1
555,1485,1
555,1509,0.75
555,1522,1
555,1575,0.75
555,1585,0.75
555,1618,1
555,1628,0.75
555,1662,1
555,1668,0.5
555,1669,1
555,1673,1
555,1730,0.666667
555,1750,0.75
555,1766,1
555,1791,0.75
555,1815,1
555,1832,0.75
555,1838,1
555,1875,0.5
555,1877,0.75
555,1918,0.75
555,1961,0.75
555,1962,0.5
555,1975,1
555,1986,0.75
555,2005,0.75
557,573,0.75
557,584,0.5
557,598,0.5
557,627,0.5
557,640,1
557,665,0.5
557,667,0.5
557,689,1
557,712,0.75
557,793,0.5
557,795,0.75
557,816,0.5
557,863,0.5
557,866,0.75
557,868,0.75
557,889,0.75
557,903,0.75
557,915,0.666667
557,964,0.75
557,977,0.5
557,979,0.75
557,998,0.5
557,1010,1
557,1018,0.75
557,1072,0.75
557,1079,0.666667
557,1080,0.75
557,1119,0.75
557,1134,0.75
557,1178,0.5
557,1190,0.75
557,1213,0.75
557,1240,1
557,1276,0.75
557,1286,1
557,1322,0.75
557,1368,0.75
557,1401,0.75
557,1429,1
557,1433,0.666667
557,1485,1
557,1509,0.75
557,1522,1
557,1575,0.75
557,1585,0.75
557,1618,1
557,1628,0.75
557,1662,1
557,1668,0.5
557,1669,1
557,1673,1
557,1730,0.666667
557,1742,0.666667
557,1750,0.75
557,1766,1
557,1791,0.75
557,1815,1
557,1832,0.75
557,1838,1
557,1875,0.5
557,1877,0.75
557,1918,0.75
557,1961,0.75
557,1962,0.5
557,1975,1
557,1986,0.75
557,2005,0.75
558,1873,1
561,668,1
561,732,1
561,987,1
561,1087,1
561,1325,1
561,1372,1
561,1792,1
561,1871,1
561,1951,1
561,1972,1
561,1985,1
561,2003,1
564,1873,1
571,896,1
571,1069,1
571,1157,1
573,627,0.5
573,665,0.5
573,689,0.75
573,712,0.75
573,717,0.5
573,795,0.75
573,826,0.5
573,863,0.5
573,866,1
573,868,1
573,889,1
573,903,0.75
573,915,1
573,964,1
573,977,0.5
573,979,0.75
573,998,0.5
573,1010,1
573,1018,0.75
573,1072,0.75
573,1079,0.666667
573,1080,0.75
573,1099,0.5
573,1119,0.75
573,1134,1
573,1190,0.75
573,1213,1
573,1240,0.75
573,1276,0.75
573,1322,1
573,1368,0.75
573,1381,0.666667
573,1401,0.75
573,1429,0.75
573,1439,0.5
573,1485,1
573,1509,0.75
573,1522,0.75
573,1575,0.75
573,1585,0.75
573,1618,1
573,1628,0.75
573,1662,1
573,1668,0.5
573,1669,0.75
573,1673,0.75
573,1717,0.666667
573,1750,0.75
573,1766,1
573,1791,0.75
573,1815,1
573,1832,0.75
573,1838,0.75
573,1844,0.5
573,1877,0.75
573,1918,0.75
573,1961,0.75
573,1962,0.5
573,1975,1
573,1986,0.75
573,2000,0.666667
573,2005,1
575,1535,1
575,1549,0.5
577,868,1
578,828,1
578,1257,1
578,1767,1
578,1873,1
579,1257,1
579,1873,1
580,1668,1
583,828,1
583,917,1
583,1562,1
584,598,1
584,604,0.75
584,649,0.75
584,689,0.5
584,716,0.75
584,722,0.75
584,736,0.75
584,826,0.75
584,840,0.75
584,851,0.75
584,872,0.75
584,902,0.75
584,938,0.75
584,954,0.75
584,960,0.75
584,963,0.75
584,998,0.5
584,1063,0.75
584,1083,0.75
584,1128,0.75
584,1143,0.5
584,1193,0.75
584,1238,0.75
584,1240,0.5
584,1257,0.5
584,1268,0.75
584,1277,0.75
584,1290,0.75
584,1294,0.75
584,1330,0.75
584,1379,0.75
584,1408,0.75
584,1429,0.5
584,1431,0.75
584,1439,0.75
584,1452,0.75
584,1466,0.75
584,1500,0.75
584,1521,0.75
584,1522,0.5
584,1531,0.75
584,1577,0.75
584,1579,0.75
584,1586,0.75
584,1596,0.75
584,1607,0.75
584,1669,0.5
584,1673,0.5
584,1781,0.75
584,1790,0.75
584,1838,0.5
584,1844,0.75
584,1853,0.75
584,1873,0.5
584,1893,0.75
584,1898,0.5
584,1926,0.75
584,1935,0.75
584,1941,0.75
584,1962,0.5
584,1973,0.75
584,1994,0.75
584,1997,0.75
584,2010,0.5
585,1257,0.5
585,1643,1
586,1243,1
586,1873,0.5
588,894,1
588,2015,1
591,1472,1
593,1873,1
596,1668,1
598,604,0.75
598,649,0.75
598,689,0.5
598,716,0.75
598,722,0.75
598,736,0.75
598,826,0.75
598,840,0.75
598,851,0.75
598,872,0.75
598,902,0.75
598,938,0.75
598,954,0.75
598,960,0.75
598,963,0.75
598,998,0.5
598,1063,0.75
598,1083,0.75
598,1128,0.75
598,1193,0.75
598,1238,0.75
598,1240,0.5
598,1257,0.5
598,1268,0.75
598,1277,0.75
598,1290,0.75
598,1294,0.75
598,1330,0.75
598,1379,0.75
598,1408,0.75
598,1429,0.5
598,1431,0.75
598,1439,0.75
598,1452,0.75
598,1466,0.75
598,1500,0.75
598,1521,0.75
598,1522,0.5
598,1531,0.75
598,1577,0.75
598,1579,0.75
598,1586,0.75
598,1596,0.75
598,1607,0.75
598,1669,0.5
598,1673,0.5
598,1781,0.75
598,1790,0.75
598,1838,0.5
598,1844,0.75
598,1853,0.75
598,1873,0.5
598,1893,0.75
598,1926,0.75
598,1935,0.75
598,1941,0.75
598,1962,0.5
598,1973,0.75
598,1994,0.75
598,1997,0.75
599,1668,1
601,1787,1
602,831,1
602,852,1
602,1130,1
602,1302,1
602,1705,1
604,649,1
604,716,1
604,722,1
604,736,1
604,826,0.75
604,840,1
604,851,0.75
604,872,1
604,902,0.75
604,938,1
604,954,1
604,960,1
604,963,1
604,998,0.5
604,1063,1
604,1083,1
604,1128,1
604,1143,0.5
604,1193,0.75
604,1238,1
604,1257,0.5
604,1268,1
604,1277,1
604,1290,1
604,1294,1
604,1330,1
604,1379,0.75
604,1408,1
604,1431,1
604,1439,0.75
604,1452,1
604,1466,0.75
604,1500,1
604,1521,1
604,1531,1
604,1577,1
604,1579,0.75
604,1586,0.75
604,1596,1
604,1607,1
604,1781,0.75
604,1790,1
604,1844,0.75
604,1853,0.75
604,1873,0.5
604,1893,1
604,1926,1
604,1935,1
604,1941,1
604,1962,0.5
604,1973,0.75
604,1994,0.75
604,1997,0.75
610,1668,1
611,1668,1
613,1873,1
614,1257,1
614,1873,1
615,1951,1
616,1873,1
619,731,1
619,1637,1
619,1767,0.5
622,1668,1
625,1257,0.5
625,1873,0.5
626,1143,1
626,1452,1
627,667,0.75
627,689,0.5
627,795,0.75
627,903,0.5
627,977,1
627,982,0.5
627,998,0.5
627,1010,0.666667
627,1018,0.75
627,1072,0.75
627,1119,0.5
627,1226,0.75
627,1240,0.5
627,1276,0.75
627,1368,0.75
627,1401,0.75
627,1429,0.5
627,1509,0.5
627,1575,0.5
627,1585,0.5
627,1669,0.5
627,1673,0.5
627,1767,0.5
627,1791,0.5
627,1855,0.75
627,1962,0.5
627,1986,0.5
629,701,0.5
629,712,0.5
629,868,0.5
629,1123,0.5
629,1276,0.5
629,1286,0.5
629,1365,1
629,1522,0.5
629,1618,0.5
629,1628,0.5
629,1875,1
629,2026,0.5
630,1511,1
632,1148,1
633,1668,1
638,1873,1
640,689,1
640,793,0.666667
640,816,0.666667
640,889,1
640,903,1
640,979,1
640,998,0.666667
640,1010,1
640,1018,1
640,1072,1
640,1080,1
640,1119,1
640,1178,0.666667
640,1190,1
640,1213,1
640,1240,1
640,1286,1
640,1322,1
640,1368,1
640,1429,1
640,1433,0.666667
640,1485,1
640,1509,1
640,1575,1
640,1585,1
640,1662,1
640,1668,0.666667
640,1669,1
640,1742,0.666667
640,1750,1
640,1791,1
640,1838,1
640,1875,0.5
640,1962,0.666667
640,1975,1
640,1986,1
640,2005,1
643,1668,1
649,716,1
649,722,1
649,736,1
649,826,0.75
649,840,1
649,851,0.75
649,872,1
649,902,0.75
649,938,1
649,954,1
649,960,1
649,963,1
649,998,0.5
649,1063,1
649,1083,1
649,1128,1
649,1193,0.75
649,1238,1
649,1257,0.5
649,1268,1
649,1277,1
649,1290,1
649,1294,1
649,1330,1
649,1379,0.75
649,1408,1
649,1431,1
649,1439,0.75
649,1452,1
649,1466,0.75
649,1500,1
649,1521,1
649,1531,1
649,1577,1
649,1579,0.75
649,1586,0.75
649,1596,1
649,1607,1
649,1781,0.75
649,1790,1
649,1844,0.75
649,1853,0.75
649,1873,0.5
649,1893,1
649,1926,1
649,1935,1
649,1941,1
649,1962,0.5
649,1973,0.75
649,1994,0.75
649,1997,0.75
651,1668,1
652,737,1
652,1143,0.5
652,1902,1
653,1873,1
655,1143,1
655,1193,1
655,1500,1
657,1257,0.5
657,1414,1
657,1705,0.5
658,1668,1
661,1668,1
663,1873,1
664,873,1
664,1023,1
664,1620,1
665,712,0.5
665,795,0.5
665,866,0.5
665,868,0.5
665,903,0.5
665,915,0.5
665,964,0.5
665,998,0.5
665,1119,0.5
665,1134,0.5
665,1213,0.5
665,1240,0.5
665,1322,0.5
665,1575,0.5
665,1585,0.5
665,1651,1
665,1669,0.5
665,1766,0.5
665,1815,0.5
665,1832,0.5
665,1961,0.5
665,1962,0.5
666,1276,0.5
666,1628,0.5
667,703,0.5
667,795,0.5
667,964,0.5
667,977,0.75
667,982,0.5
667,1018,0.5
667,1051,0.75
667,1072,0.5
667,1119,0.75
667,1213,0.5
667,1226,0.5
667,1240,0.5
667,1257,0.5
667,1276,0.5
667,1322,0.5
667,1368,0.5
667,1401,0.5
667,1429,0.5
667,1509,0.75
667,1575,0.75
667,1585,0.5
667,1648,1
667,1662,0.666667
667,1673,0.5
667,1767,0.5
667,1791,0.5
667,1829,0.75
667,1832,0.75
667,1855,0.5
667,1877,0.75
667,1949,0.666667
667,1961,0.75
667,1962,0.75
667,1975,0.666667
667,1986,0.5
667,2011,0.666667
668,732,1
668,987,1
668,1087,1
668,1325,1
668,1372,1
668,1792,1
668,1871,1
668,1951,1
668,1972,1
668,1985,1
668,2003,1
670,830,1
671,1873,1
673,1668,1
682,1257,0.5
682,1398,1
682,1873,0.5
685,1873,1
686,828,1
689,712,0.75
689,793,0.5
689,795,0.75
689,816,0.5
689,863,0.5
689,866,0.75
689,889,0.75
689,903,0.75
689,979,0.75
689,998,0.5
689,1010,1
689,1018,0.75
689,1072,0.75
689,1079,0.666667
689,1080,0.75
689,1099,0.5
689,1119,0.75
689,1134,0.75
689,1178,0.5
689,1190,0.75
689,1213,0.75
689,1240,1
689,1276,0.75
689,1286,1
689,1322,0.75
689,1368,0.75
689,1429,1
689,1433,0.666667
689,1485,1
689,1509,0.75
689,1522,1
689,1575,0.75
689,1585,0.75
689,1618,1
689,1628,0.75
689,1662,1
689,1668,0.5
689,1669,1
689,1673,1
689,1717,0.666667
689,1730,0.666667
689,1742,0.666667
689,1750,0.75
689,1766,1
689,1791,0.75
689,1815,1
689,1832,0.75
689,1838,1
689,1875,0.5
689,1877,0.75
689,1918,0.75
689,1962,0.5
689,1975,1
689,1986,0.75
689,2000,0.666667
689,2005,0.75
690,701,0.5
690,854,0.5
690,865,0.666667
690,982,0.666667
690,1880,0.5
690,2026,0.5
691,1873,1
694,1580,1
697,1873,1
700,1873,1
701,894,1
701,992,0.5
701,1158,0.5
701,1951,0.5
703,964,0.5
703,998,0.5
703,1051,1
703,1322,0.5
703,1409,1
703,1509,0.5
703,1575,0.5
703,1585,0.5
703,1662,0.5
703,1791,0.5
703,1829,1
703,1832,0.5
703,1877,0.5
703,1961,0.5
703,1962,0.5
703,1975,0.5
703,1986,0.5
710,998,1
712,795,0.75
712,816,0.5
712,866,0.75
712,868,0.75
712,889,0.75
712,903,0.75
712,915,0.666667
712,964,0.75
712,977,0.5
712,998,0.5
712,1018,0.75
712,1119,0.75
712,1134,0.75
712,1213,0.75
712,1240,0.75
712,1276,0.75
712,1286,1
712,1322,0.75
712,1365,1
712,1429,0.75
712,1494,1
712,1509,0.75
712,1522,0.75
712,1575,0.75
712,1585,0.75
712,1618,1
712,1628,0.75
712,1668,0.5
712,1669,0.75
712,1673,0.75
712,1717,0.666667
712,1769,0.5
712,1815,1
712,1832,0.75
712,1838,0.75
712,1875,0.5
712,1877,0.75
712,1918,0.75
712,1961,0.75
712,1962,0.5
712,1986,0.75
712,2005,0.75
712,2026,0.5
716,722,1
716,736,1
716,826,0.75
716,840,1
716,851,0.75
716,872,1
716,902,0.75
716,938,1
716,954,1
716,960,1
716,963,1
716,998,0.5
716,1063,1
716,1083,1
716,1128,1
716,1193,0.75
716,1238,1
716,1257,0.5
716,1268,1
716,1277,1
716,1290,1
716,1294,1
716,1330,1
716,1379,0.75
716,1408,1
716,1431,1
716,1439,0.75
716,1452,1
716,1466,0.75
716,1500,1
716,1521,1
716,1531,1
716,1577,1
716,1579,0.75
716,1586,0.75
716,1596,1
716,1607,1
716,1781,0.75
716,1790,1
716,1844,0.75
716,1853,0.75
716,1873,0.5
716,1893,1
716,1926,1
716,1935,1
716,1941,1
716,1962,0.5
716,1973,0.75
716,1994,0.75
716,1997,0.75
717,1485,0.5
717,1585,0.5
717,1750,0.5
717,1832,0.5
717,1838,0.5
721,1668,1
722,736,1
722,826,0.75
722,840,1
722,851,0.75
722,872,1
722,902,0.75
722,938,1
722,954,1
722,960,1
722,963,1
722,998,0.5
722,1063,1
722,1083,1
722,1128,1
722,1143,0.5
722,1193,0.75
722,1238,1
722,1257,0.5
722,1268,1
722,1277,1
722,1290,1
722,1294,1
722,1330,1
722,1379,0.75
722,1408,1
722,1431,1
722,1439,0.75
722,1452,1
722,1466,0.75
722,1500,1
722,1521,1
722,1531,1
722,1577,1
722,1579,0.75
722,1586,0.75
722,1596,1
722,1607,1
722,1781,0.75
722,1790,1
722,1844,0.75
722,1853,0.75
722,1873,0.5
722,1893,1
722,1926,1
722,1935,1
722,1941,1
722,1962,0.5
722,1973,0.75
722,1991,1
722,1994,0.75
722,1997,0.75
723,1873,1
724,1257,1
724,1873,1
727,990,1
727,997,1
727,1057,1
727,1148,0.5
727,1158,0.75
727,1392,1
727,1549,1
729,854,1
729,1231,1
729,1348,1
729,1499,1
730,1873,1
731,823,1
731,1257,0.5
731,1767,0.5
731,1873,0.5
732,987,1
732,1087,1
732,1325,1
732,1372,1
732,1792,1
732,1871,1
732,1951,1
732,1972,1
732,1985,1
732,2003,1
733,782,1
733,890,1
733,957,0.75
733,1029,0.75
733,1041,1
733,1068,0.75
733,1102,0.75
733,1136,0.75
733,1154,1
733,1404,0.75
733,1444,0.75
733,1507,0.75
733,1527,0.75
733,1597,0.75
733,1666,0.75
733,1689,0.75
733,1749,0.75
733,1802,1
733,1900,0.75
733,1914,0.75
733,1964,0.75
733,1974,1
733,1992,1
733,2024,0.75
734,828,0.5
734,1548,1
734,1873,0.5
736,826,0.75
736,840,1
736,851,0.75
736,872,1
736,902,0.75
736,938,1
736,954,1
736,960,1
736,963,1
736,998,0.5
736,1063,1
736,1083,1
736,1128,1
736,1143,0.5
736,1193,0.75
736,1238,1
736,1257,0.5
736,1268,1
736,1277,1
736,1290,1
736,1294,1
736,1330,1
736,1379,0.75
736,1408,1
736,1431,1
736,1439,0.75
736,1452,1
736,1466,0.75
736,1500,1
736,1521,1
736,1531,1
736,1577,1
736,1579,0.75
736,1586,0.75
736,1596,1
736,1607,1
736,1781,0.75
736,1790,1
736,1844,0.75
736,1853,0.75
736,1873,0.5
736,1893,1
736,1926,1
736,1935,1
736,1941,1
736,1962,0.5
736,1973,0.75
736,1994,0.75
736,1997,0.75
737,1143,0.5
737,1902,1
741,1668,1
748,1668,1
749,1668,1
750,1892,1
750,2002,1
751,1668,1
756,1439,1
757,1668,1
766,1123,1
766,1158,0.5
766,1376,0.5
767,1668,1
769,1668,1
770,1873,1
779,1886,1
779,1906,1
782,890,1
782,957,0.75
782,1029,0.75
782,1041,1
782,1068,0.75
782,1102,0.75
782,1136,0.75
782,1154,1
782,1404,0.75
782,1444,0.75
782,1507,0.75
782,1527,0.75
782,1597,0.75
782,1666,0.75
782,1689,0.75
782,1749,0.75
782,1802,1
782,1900,0.75
782,1914,0.75
782,1964,0.75
782,1974,1
782,1992,1
782,2024,0.75
790,1668,1
793,805,1
793,816,1
793,851,0.5
793,889,0.5
793,979,0.5
793,998,0.5
793,1018,0.5
793,1079,0.666667
793,1119,0.5
793,1178,1
793,1240,0.5
793,1322,0.5
793,1368,0.5
793,1429,0.5
793,1433,1
793,1575,0.5
793,1585,0.75
793,1669,0.5
793,1742,1
793,1766,0.666667
793,1767,0.5
793,1769,0.5
793,1791,0.75
793,1838,0.5
793,1910,1
793,1962,0.5
793,1975,0.666667
793,1986,0.75
794,1252,1
794,1705,0.5
794,1873,0.5
795,866,0.75
795,868,0.75
795,889,0.75
795,903,0.75
795,915,0.666667
795,964,0.75
795,977,0.75
795,998,0.5
795,1018,1
795,1072,1
795,1079,0.666667
795,1119,0.75
795,1134,0.75
795,1213,0.75
795,1226,0.5
795,1240,0.75
795,1276,1
795,1322,0.75
795,1368,1
795,1401,1
795,1429,0.75
795,1509,0.75
795,1575,0.75
795,1585,0.75
795,1668,0.5
795,1669,0.75
795,1673,0.75
795,1791,0.75
795,1815,1
795,1832,0.75
795,1855,0.5
795,1961,0.75
795,1962,0.5
795,1986,0.75
795,2005,0.75
797,1357,1
803,1585,0.5
805,998,1
805,1079,1
807,1112,1
807,1837,1
812,1668,1
815,1277,1
816,851,0.5
816,889,0.5
816,979,0.5
816,998,0.5
816,1010,0.666667
816,1018,0.5
816,1119,0.5
816,1178,1
816,1240,0.5
816,1322,0.5
816,1368,0.5
816,1429,0.5
816,1433,1
816,1575,0.5
816,1585,0.75
816,1669,0.5
816,1717,0.666667
816,1742,1
816,1750,0.5
816,1767,0.5
816,1769,0.5
816,1791,0.75
816,1806,1
816,1838,0.5
816,1962,0.5
816,1975,0.666667
816,1986,0.75
818,891,1
818,1478,1
818,1779,1
818,1905,0.5
819,1549,1
823,1257,0.5
823,1505,1
823,1873,0.5
823,1898,0.5
826,840,0.75
826,851,0.75
826,866,0.5
826,868,0.5
826,872,0.75
826,889,0.5
826,902,0.75
826,915,0.666667
826,938,0.75
826,954,0.75
826,960,0.75
826,963,0.75
826,964,0.5
826,998,0.5
826,1063,0.75
826,1083,0.75
826,1128,0.75
826,1134,0.5
826,1193,0.75
826,1213,0.5
826,1238,0.75
826,1257,0.5
826,1268,0.75
826,1277,0.75
826,1290,0.75
826,1294,0.75
826,1322,0.5
826,1330,0.75
826,1379,0.75
826,1408,0.75
826,1431,0.75
826,1439,1
826,1452,0.75
826,1466,0.75
826,1500,0.75
826,1521,0.75
826,1531,0.75
826,1577,0.75
826,1579,0.75
826,1586,0.75
826,1596,0.75
826,1607,0.75
826,1781,0.75
826,1790,0.75
826,1844,1
826,1853,0.75
826,1873,0.5
826,1893,0.75
826,1926,0.75
826,1935,0.75
826,1941,0.75
826,1962,0.5
826,1973,0.75
826,1994,0.75
826,1997,0.75
826,2005,0.5
828,917,1
828,1230,1
828,1562,1
828,1637,0.5
828,1705,0.75
828,1726,1
828,1767,0.5
828,1929,0.5
828,1996,1
831,852,1
831,1705,1
832,1257,0.5
832,1873,0.5
840,851,0.75
840,872,1
840,902,0.75
840,938,1
840,942,0.5
840,954,1
840,960,1
840,963,1
840,998,0.5
840,1063,1
840,1083,1
840,1128,1
840,1150,0.5
840,1193,0.75
840,1238,1
840,1257,0.5
840,1268,1
840,1277,1
840,1290,1
840,1294,1
840,1330,1
840,1379,0.75
840,1408,1
840,1424,0.5
840,1431,1
840,1439,0.75
840,1452,1
840,1466,0.75
840,1500,1
840,1521,1
840,1531,1
840,1577,1
840,1579,0.75
840,1586,0.75
840,1596,1
840,1607,1
840,1781,0.75
840,1790,1
840,1844,0.75
840,1853,0.75
840,1873,0.5
840,1893,1
840,1926,1
840,1935,1
840,1941,1
840,1962,0.5
840,1973,0.75
840,1994,0.75
840,1997,0.75
840,2010,0.5
844,1668,1
848,923,1
848,1158,0.666667
851,872,0.75
851,902,0.75
851,938,0.75
851,954,0.75
851,960,0.75
851,963,0.75
851,998,0.5
851,1063,0.75
851,1083,0.75
851,1128,0.75
851,1143,0.5
851,1178,0.5
851,1193,0.75
851,1238,0.75
851,1257,0.5
851,1268,0.75
851,1275,1
851,1277,0.75
851,1290,0.75
851,1294,0.75
851,1330,0.75
851,1379,0.75
851,1408,0.75
851,1431,0.75
851,1439,0.75
851,1452,0.75
851,1456,1
851,1466,0.75
851,1500,0.75
851,1521,0.75
